Record Length,2500,Points,-899.999984540E-6,0.0,,Record Length,2500,Points,-899.999984540E-6,119.9999973E-3,
Sample Interval,400.00000467E-9,s,-899.599981494E-6,0.0,,Sample Interval,400.00000467E-9,s,-899.599981494E-6,159.99999642E-3,
Trigger Point,2.2500000E3,Samples,-899.199978448E-6,0.0,,Trigger Point,2.2500000E3,Samples,-899.199978448E-6,119.9999973E-3,
,,,-898.799975403E-6,0.0,,,,,-898.799975403E-6,119.9999973E-3,
,,,-898.399972357E-6,-83.200000226E-3,,,,,-898.399972357E-6,159.99999642E-3,
,,,-897.999969311E-6,166.40000045E-3,,,,,-897.999969311E-6,159.99999642E-3,
Source,CH1,,-897.599966265E-6,0.0,,Source,CH2,,-897.599966265E-6,119.9999973E-3,
Vertical Units,Volts,,-897.199963219E-6,-249.59999323E-3,,Vertical Units,Volts,,-897.199963219E-6,239.99999464E-3,
Vertical Scale,2.0800000,,-896.799960174E-6,83.200000226E-3,,Vertical Scale,999.999977648E-3,,-896.799960174E-6,159.99999642E-3,
Vertical Offset,0,,-896.399957128E-6,-166.40000045E-3,,Vertical Offset,0,,-896.399957128E-6,119.9999973E-3,
Horizontal Units,s,,-896.000012290E-6,166.40000045E-3,,Horizontal Units,s,,-896.000012290E-6,119.9999973E-3,
Horizontal Scale,100.0000012E-6,,-895.600009244E-6,0.0,,Horizontal Scale,100.0000012E-6,,-895.600009244E-6,159.99999642E-3,
Pt Fmt,Y,,-895.200006198E-6,-166.40000045E-3,,Pt Fmt,Y,,-895.200006198E-6,159.99999642E-3,
Yzero,0.0,,-894.800003152E-6,-83.200000226E-3,,Yzero,-1.0400000,,-894.800003152E-6,159.99999642E-3,
Probe Atten,1.000000,,-894.400000107E-6,166.40000045E-3,,Probe Atten,1.000000,,-894.400000107E-6,159.99999642E-3,
,,,-893.999997061E-6,-166.40000045E-3,,,,,-893.999997061E-6,159.99999642E-3,
Note,TDS 1002B - 12:14:22 PM   2/15/2024,,-893.599994015E-6,83.200000226E-3,,Note,TDS 1002B - 12:14:22 PM   2/15/2024,,-893.599994015E-6,159.99999642E-3,
,,,-893.199990969E-6,0.0,,,,,-893.199990969E-6,159.99999642E-3,
,,,-892.799987923E-6,0.0,,,,,-892.799987923E-6,199.99998808E-3,
,,,-892.399984878E-6,-83.200000226E-3,,,,,-892.399984878E-6,199.99998808E-3,
,,,-891.999981832E-6,0.0,,,,,-891.999981832E-6,119.9999973E-3,
,,,-891.599978786E-6,-416.000008583E-3,,,,,-891.599978786E-6,159.99999642E-3,
,,,-891.199975740E-6,0.0,,,,,-891.199975740E-6,199.99998808E-3,
,,,-890.799972694E-6,0.0,,,,,-890.799972694E-6,159.99999642E-3,
,,,-890.399969649E-6,83.200000226E-3,,,,,-890.399969649E-6,159.99999642E-3,
,,,-889.999966603E-6,-249.59999323E-3,,,,,-889.999966603E-6,199.99998808E-3,
,,,-889.599963557E-6,0.0,,,,,-889.599963557E-6,159.99999642E-3,
,,,-889.199960511E-6,0.0,,,,,-889.199960511E-6,159.99999642E-3,
,,,-888.799957465E-6,332.80000091E-3,,,,,-888.799957465E-6,199.99998808E-3,
,,,-888.400012627E-6,0.0,,,,,-888.400012627E-6,159.99999642E-3,
,,,-888.000009581E-6,83.200000226E-3,,,,,-888.000009581E-6,159.99999642E-3,
,,,-887.600006536E-6,0.0,,,,,-887.600006536E-6,199.99998808E-3,
,,,-887.200003490E-6,83.200000226E-3,,,,,-887.200003490E-6,159.99999642E-3,
,,,-886.800000444E-6,0.0,,,,,-886.800000444E-6,119.9999973E-3,
,,,-886.399997398E-6,166.40000045E-3,,,,,-886.399997398E-6,119.9999973E-3,
,,,-885.999994352E-6,83.200000226E-3,,,,,-885.999994352E-6,119.9999973E-3,
,,,-885.599991307E-6,0.0,,,,,-885.599991307E-6,159.99999642E-3,
,,,-885.199988261E-6,-166.40000045E-3,,,,,-885.199988261E-6,199.99998808E-3,
,,,-884.799985215E-6,166.40000045E-3,,,,,-884.799985215E-6,199.99998808E-3,
,,,-884.399982169E-6,-83.200000226E-3,,,,,-884.399982169E-6,119.9999973E-3,
,,,-883.999979123E-6,0.0,,,,,-883.999979123E-6,199.99998808E-3,
,,,-883.599976078E-6,-83.200000226E-3,,,,,-883.599976078E-6,159.99999642E-3,
,,,-883.199973032E-6,0.0,,,,,-883.199973032E-6,159.99999642E-3,
,,,-882.799969986E-6,-332.80000091E-3,,,,,-882.799969986E-6,159.99999642E-3,
,,,-882.399966940E-6,166.40000045E-3,,,,,-882.399966940E-6,199.99998808E-3,
,,,-881.999963894E-6,-332.80000091E-3,,,,,-881.999963894E-6,159.99999642E-3,
,,,-881.599960849E-6,166.40000045E-3,,,,,-881.599960849E-6,159.99999642E-3,
,,,-881.199957803E-6,-83.200000226E-3,,,,,-881.199957803E-6,159.99999642E-3,
,,,-880.800012965E-6,166.40000045E-3,,,,,-880.800012965E-6,159.99999642E-3,
,,,-880.400009919E-6,-249.59999323E-3,,,,,-880.400009919E-6,159.99999642E-3,
,,,-880.000006873E-6,0.0,,,,,-880.000006873E-6,119.9999973E-3,
,,,-879.600003827E-6,-83.200000226E-3,,,,,-879.600003827E-6,199.99998808E-3,
,,,-879.200000782E-6,83.200000226E-3,,,,,-879.200000782E-6,199.99998808E-3,
,,,-878.799997736E-6,0.0,,,,,-878.799997736E-6,199.99998808E-3,
,,,-878.399994690E-6,-83.200000226E-3,,,,,-878.399994690E-6,119.9999973E-3,
